BBQ치킨,대치은마점,강남구 영동대로57길 16,02-538-6006,,37.499966,127.0661061
BBQ치킨,대치점,강남구 대치4동 923-4호 104호,02-556-9281,,37.4992068,127.0533665
BBQ치킨,도봉1점,도봉구 도봉동 526-1,02-363-2494,,37.6837277,127.0318174
BBQ치킨,독립문점,서대문구 영천동 69-130,02-954-7713,11:00~01:00,37.570581,126.9598446
BBQ치킨,독산시흥본점,금천구 독산동 1077-37 1층,02-807-3223,,37.4580941,126.8996682
BBQ치킨,둔촌점,강동구 둔촌2동 70-56,02-484-2610,,37.5298555,127.1402515
BBQ치킨,둔촌중앙점,강동구 성내동 443-17,02-478-9994,,37.5246849,127.1323247
BBQ치킨,마천점,송파구 마천동 183-47 상가 1층 101호,02-431-9282,,37.4949126,127.1528454
BBQ치킨,마포도화점,마포구 도화동 7-20,02-701-9992,11:00~23:50,37.5390267,126.9510848
BBQ치킨,만리점,마포구 공덕동 7-249,02-715-6112,,37.5493877,126.9633294
BBQ치킨,망원2점,마포구 망원동 475-35호,02-322-0774,,37.5591925,126.9033511
BBQ치킨,명일점,강동구 명일동 289-14,02-3426-3264,,37.5503127,127.1466756
BBQ치킨,명지대점,서대문구 홍은동 409-34 1층,02-374-9212,,37.5803766,126.9254028
BBQ치킨,목동2호점,양천구 목2동 315-42,02-2652-8268,,37.54108,126.8687905
BBQ치킨,목동5점,양천구 목5동 904 목동4단지 일반상가 101호,02-2644-3593,,37.5319816,126.8720086
BBQ치킨,목동한청점,양천구 목동 199-46 우성 대원프라자 101호,02-2644-0229,,37.5403619,126.8751064
BBQ치킨,문래점,영등포구 문래동6가 8번지 그대가상가 102호,02-2632-0366,11:00~00:00,37.5201378,126.8888628
BBQ치킨,문정점,송파구 문정동 39-1,02-409-9561,,37.4864197,127.1246102
BBQ치킨,발산점,강서구 내발산동 682-28,02-2666-9251,,37.5546422,126.834636
BBQ치킨,방배본점,서초구 방배1동 913-19,02-597-1600,10:00~10:00,37.4825682,126.9951357
BBQ치킨,방이점,송파구 방이동 160-12,02-419-5758,,37.511752,127.1194076
BBQ치킨,보광점,용산구 보광동 386-1,02-749-8000,,37.5260591,126.9974715
BBQ치킨,봉천1점,관악구 봉천6동 66-156,02-871-3392,11:00~00:00,37.4825927,126.9562874
BBQ치킨,봉천쑥고개점,관악구 봉천4동 1584-5번지,02-871-5668,,37.4785995,126.9473703
BBQ치킨,봉천중앙점,관악구 봉천2동 1703 동아A상가 1층 A동 104호,02-889-8292,,37.4894329,126.9481693
BBQ치킨,불광1동점,은평구 불광동 8-5번지,02-353-9393,,37.6161215,126.9331675
BBQ치킨,사가정점,중랑구 면목3동 454-23,02-435-5548,,37.5820874,127.091407
BBQ치킨,이수역점,동작구 사당동 127-41 1층,02-3477-0092,,37.4884555,126.9786177
BBQ치킨,남성역점,동작구 사당동 163-34,02-591-9282,,37.4861817,126.9750246
BBQ치킨,사당점,동작구 사당1동 1029-37,02-522-5788,,37.4805007,126.9806707
